p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
4.1528511101002944e-188,0.817769126627858,0.628,0.637,3.004587778157563e-184,0,Nfu-g-1-007837,NA,NA,NA,NA,NA,NA
3.2849834839923404e-187,1.0768955102487758,0.314,0.182,2.3766855506684585e-183,0,slka,slka,ENSNFUG00015011654,STE20 like kinase,ENSG00000065613,SLK,STE20 like kinase
3.28710085614518e-185,0.9607264916022863,0.266,0.132,2.3782174694210377e-181,0,Nfu-g-1-022803,NA,NA,NA,NA,NA,NA
1.1689458232835543e-181,0.9788645270109915,0.251,0.12,8.457323031456515e-178,0,myh9a,myh9a,ENSNFUG00015009053,"myosin, heavy chain 9a, non-muscle",ENSG00000100345,MYH9,myosin heavy chain 9
1.17111569568138e-180,0.9594056530449788,0.286,0.153,8.473022058254786e-177,0,tpm4a,tpm4a,ENSNFUG00015024661,tropomyosin 4,ENSG00000167460,TPM4,tropomyosin 4
1.3798510048951187e-177,0.9676178668929665,0.363,0.238,9.983222020416184e-174,0,SH3BP1,SH3BP1,ENSNFUG00015019194,SH3 domain-binding protein 1-like,ENSG00000285304,,novel protein
1.3798510048951187e-177,0.9676178668929665,0.363,0.238,9.983222020416184e-174,0,SH3BP1,SH3BP1,ENSNFUG00015019194,SH3 domain-binding protein 1-like,ENSG00000100092,SH3BP1,SH3 domain binding protein 1
1.599400489919949e-172,0.9632818935152814,0.387,0.266,1.157166254457083e-168,0,ckba,NA,NA,NA,NA,NA,NA
1.2134632767909622e-169,0.9451495264059022,0.374,0.253,8.779406807582612e-166,0,ARHGEF3L,ARHGEF3L,ENSNFUG00015007276,rho guanine nucleotide exchange factor 3-like,,NA,NA
1.0285964510358232e-165,0.9958220754315941,0.372,0.26,7.441895323244181e-162,0,sccpdha.1,sccpdha.1,ENSNFUG00015007125,"saccharopine dehydrogenase a, tandem duplicate 1",ENSG00000143653,SCCPDH,saccharopine dehydrogenase (putative)
6.2253126078116896e-164,0.9782492919283938,0.453,0.376,4.504013671751757e-160,0,SEPT5A,SEPT5A,ENSNFUG00015014443,septin 5,ENSG00000184702,SEPTIN5,septin 5
6.2253126078116896e-164,0.9782492919283938,0.453,0.376,4.504013671751757e-160,0,SEPT5A,SEPT5A,ENSNFUG00015014443,septin 5,ENSG00000284874,,novel transcript
4.1816366734022695e-161,0.9538016506583402,0.411,0.307,3.025414133206542e-157,0,fmnl1a,fmnl1a,ENSNFUG00015003370,formin-like protein 1,ENSG00000184922,FMNL1,formin like 1
1.3606395587808967e-159,0.8965384216031872,0.26,0.138,9.844227207779787e-156,0,ctso,ctso,ENSNFUG00015004961,cathepsin O,ENSG00000256043,CTSO,cathepsin O
4.7052399806583934e-157,0.6661649067313937,0.648,0.641,3.4042411260063476e-153,0,SSR4,SSR4,ENSNFUG00015005857,signal sequence receptor subunit 4,ENSG00000180879,SSR4,signal sequence receptor subunit 4
2.0844341588402696e-156,1.009884599857787,0.329,0.214,1.508088113920935e-152,0,mrtfab,mrtfab,ENSNFUG00015019027,MKL/myocardin-like protein 2,ENSG00000196588,MRTFA,myocardin related transcription factor A
8.2879325898197e-149,0.971860681299626,0.401,0.303,5.9963192287345534e-145,0,myh9b,NA,NA,NA,NA,NA,NA
1.598391922489958e-147,0.8577792508331286,0.416,0.315,1.1564365559214845e-143,0,BIN2B,BIN2B,ENSNFUG00015013099,bridging integrator 2-like,ENSG00000110934,BIN2,bridging integrator 2
1.4459061863457693e-144,0.731319433973888,0.634,0.698,1.0461131258211641e-140,0,ENSNFUG00015013807,,ENSNFUG00015013807,NA,ENSG00000112695,COX7A2,cytochrome c oxidase subunit 7A2
7.137136796351845e-142,0.9261997798387316,0.289,0.177,5.1637184721605597e-138,0,HN1A,HN1A,ENSNFUG00015016552,hematological and neurological expressed 1 protein-like,,NA,NA
3.8776796520413663e-140,0.973513173197746,0.446,0.393,2.8055012282519284e-136,0,PYURF,PYURF,ENSNFUG00015020907,phosphatidylinositol N-acetylglucosaminyltransferase subunit Y-like,ENSG00000145337,PYURF,PIGY upstream open reading frame
2.4423787713669654e-138,0.9900065622707573,0.333,0.233,1.7670610410839995e-134,0,CCM2,CCM2,ENSNFUG00015024562,CCM2 scaffold protein,ENSG00000136280,CCM2,CCM2 scaffold protein
6.715300885366353e-138,0.9931131435697926,0.37,0.275,4.858520190562557e-134,0,GPD1C,GPD1C,ENSNFUG00015003969,glycerol-3-phosphate dehydrogenase 1-like protein,,NA,NA
4.426885230613625e-137,0.9516418878080096,0.275,0.167,3.202851464348958e-133,0,CD63,CD63,ENSNFUG00015019836,CD63 molecule,ENSG00000135404,CD63,CD63 molecule
5.71209593193649e-134,0.917502803626787,0.348,0.25,4.1327014067560505e-130,0,MOB3A,MOB3A,ENSNFUG00015016965,MOB kinase activator 3A,ENSG00000172081,MOB3A,MOB kinase activator 3A
7.106884005375502e-132,1.0526680419405983,0.285,0.185,5.141830577889176e-128,0,RAB27A,RAB27A,ENSNFUG00015009264,"RAB27A, member RAS oncogene family",ENSG00000069974,RAB27A,"RAB27A, member RAS oncogene family"
1.298343918571834e-131,0.753374081980906,0.377,0.265,9.39351825086722e-128,0,ENSNFUG00015000530,,ENSNFUG00015000530,NA,,NA,NA
2.6704582148948415e-130,0.8357559404991182,0.266,0.156,1.9320765184764177e-126,0,fads2,fads2,ENSNFUG00015005732,fatty acid desaturase 2-like,ENSG00000221968,FADS3,fatty acid desaturase 3
2.6704582148948415e-130,0.8357559404991182,0.266,0.156,1.9320765184764177e-126,0,fads2,fads2,ENSNFUG00015005732,fatty acid desaturase 2-like,ENSG00000134824,FADS2,fatty acid desaturase 2
3.696443312316243e-129,0.8668346254101531,0.399,0.313,2.674376736460802e-125,0,arhgap45b,arhgap45b,ENSNFUG00015007804,Rho GTPase activating protein 45b,ENSG00000180448,ARHGAP45,Rho GTPase activating protein 45
4.1770643673832695e-128,0.9378638034117077,0.274,0.165,3.0221060698017955e-124,0,rbp7b,rbp7b,ENSNFUG00015018054,"retinol binding protein 7b, cellular",ENSG00000162444,RBP7,retinol binding protein 7
7.08012205472847e-126,0.8775121819862368,0.274,0.168,5.122468306596048e-122,0,g6pd,g6pd,ENSNFUG00015018525,glucose-6-phosphate dehydrogenase,ENSG00000160211,G6PD,glucose-6-phosphate dehydrogenase
3.2716349686893533e-124,0.5578023864369692,0.691,0.77,2.367027899846747e-120,0,SOD1,SOD1,ENSNFUG00015018034,superoxide dismutase 1,ENSG00000142168,SOD1,superoxide dismutase 1
2.097236502620724e-107,0.8882402021225562,0.262,0.169,1.5173506096460938e-103,0,prkcda,prkcda,ENSNFUG00015012984,"protein kinase C, delta a",ENSG00000163932,PRKCD,protein kinase C delta
2.841210984894901e-107,0.9623702979506136,0.303,0.216,2.0556161475714608e-103,0,NRD1,NRD1,ENSNFUG00015017003,nardilysin convertase,ENSG00000078618,NRDC,nardilysin convertase
7.506334656113662e-103,0.8666190340625242,0.281,0.19,5.430833123698234e-99,0,UGT1AB,UGT1AB,ENSNFUG00015023705,UDP-glucuronosyltransferase-like,ENSG00000241635,UGT1A1,UDP glucuronosyltransferase family 1 member A1
2.1589198520128955e-100,0.8454258245790982,0.255,0.167,1.5619785129313298e-96,0,MBOAT7,MBOAT7,ENSNFUG00015014371,membrane bound O-acyltransferase domain containing 7,ENSG00000125505,MBOAT7,membrane bound O-acyltransferase domain containing 7
1.3443846935201507e-99,0.8000519706422679,0.273,0.183,9.72662325761829e-96,0,WDR1,WDR1,ENSNFUG00015024110,WD repeat domain 1,ENSG00000071127,WDR1,WD repeat domain 1
6.057574395300599e-99,0.9010997488023316,0.429,0.398,4.3826550749999837e-95,0,GNB1A,GNB1A,ENSNFUG00015008724,G protein subunit beta 1,,NA,NA
1.2308855879152832e-96,0.8133021015250829,0.28,0.194,8.905457228567074e-93,0,FAM26E,FAM26E,ENSNFUG00015005362,protein FAM26E-like,ENSG00000178033,CALHM5,calcium homeostasis modulator family member 5
1.701882029789905e-94,0.7996415917273926,0.25,0.162,1.2313116485529964e-90,0,spi1b,spi1b,ENSNFUG00015017826,transcription factor PU.1-like,ENSG00000066336,SPI1,Spi-1 proto-oncogene
2.9912580197564585e-94,0.6449915307412137,0.614,0.721,2.164175177293798e-90,0,UQCR11,UQCR11,ENSNFUG00015017854,cytochrome b-c1 complex subunit 10-like,ENSG00000127540,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI"
2.9912580197564585e-94,0.6449915307412137,0.614,0.721,2.164175177293798e-90,0,UQCR11,UQCR11,ENSNFUG00015017854,cytochrome b-c1 complex subunit 10-like,ENSG00000267059,,"novel transcript, readthrough between UQCR11 and MBD3"
6.824621785392817e-88,0.6387547715443267,0.603,0.693,4.937613861731703e-84,0,NDUFC2,NDUFC2,ENSNFUG00015008057,"NADH dehydrogenase [ubiquinone] 1 subunit C2-like",ENSG00000259112,NDUFC2-KCTD14,NDUFC2-KCTD14 readthrough
6.824621785392817e-88,0.6387547715443267,0.603,0.693,4.937613861731703e-84,0,NDUFC2,NDUFC2,ENSNFUG00015008057,"NADH dehydrogenase [ubiquinone] 1 subunit C2-like",ENSG00000151366,NDUFC2,"NADH:ubiquinone oxidoreductase subunit C2"
4.709316826717844e-84,0.8166343389743509,0.281,0.202,3.40719072413036e-80,0,TMEM179B,TMEM179B,ENSNFUG00015011900,transmembrane protein 179B,ENSG00000185475,TMEM179B,transmembrane protein 179B
2.7311453019325914e-83,0.8414608790333188,0.288,0.215,1.97598362594823e-79,0,Nfu-g-1-004094,NA,NA,NA,NA,NA,NA
1.1238807602261267e-81,0.8638470949930155,0.332,0.272,8.131277300236027e-78,0,CAPZB,CAPZB,ENSNFUG00015006488,capping actin protein of muscle Z-line subunit beta,ENSG00000077549,CAPZB,capping actin protein of muscle Z-line subunit beta
6.821100910024817e-81,0.91377041642636,0.395,0.37,4.9350665084029554e-77,0,DYNLT3,DYNLT3,ENSNFUG00015004828,dynein light chain Tctex-type 3,ENSG00000165169,DYNLT3,dynein light chain Tctex-type 3
6.821100910024817e-81,0.91377041642636,0.395,0.37,4.9350665084029554e-77,0,DYNLT3,DYNLT3,ENSNFUG00015006072,dynein light chain Tctex-type 3-like,ENSG00000165169,DYNLT3,dynein light chain Tctex-type 3
7.607493379092652e-81,0.8123566243999645,0.363,0.308,5.504021459773534e-77,0,CU463790.1,CU463790.1,ENSNFUG00015002947,FXYD domain-containing ion transport regulator 5-like,,NA,NA
1.609032471938859e-76,0.7382498119604313,0.37,0.314,1.1641349934477645e-72,0,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000118971,CCND2,cyclin D2
1.609032471938859e-76,0.7382498119604313,0.37,0.314,1.1641349934477645e-72,0,ccnd2a,ccnd2a,ENSNFUG00015023836,G1/S-specific cyclin-D2-like,ENSG00000285901,,novel transcript
1.9936426081468607e-73,0.6520883660467998,0.577,0.696,1.4424004269942537e-69,0,gng5,gng5,ENSNFUG00015019186,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like,ENSG00000133136,GNG5P2,G protein subunit gamma 5 pseudogene 2
1.9936426081468607e-73,0.6520883660467998,0.577,0.696,1.4424004269942537e-69,0,gng5,gng5,ENSNFUG00015019186,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like,ENSG00000174021,GNG5,G protein subunit gamma 5
2.332877068492035e-70,0.7938048283601591,0.287,0.223,1.6878365590539873e-66,0,OLA.1660,OLA.1660,ENSNFUG00015008198,uncharacterized LOC107390332,,NA,NA
2.528606587397323e-69,0.8886568767947055,0.302,0.249,1.8294468659819633e-65,0,dnase1l1,dnase1l1,ENSNFUG00015008321,deoxyribonuclease I-like 1,ENSG00000013563,DNASE1L1,deoxyribonuclease 1 like 1
1.0516837896906342e-63,0.933235554603779,0.332,0.296,7.608932218411739e-60,0,Nfu-g-1-015619,NA,NA,NA,NA,NA,NA
8.662462451151404e-61,0.8160146599010141,0.269,0.215,6.267291583408041e-57,0,YIPF4,YIPF4,ENSNFUG00015002074,Yip1 domain family member 4,ENSG00000119820,YIPF4,Yip1 domain family member 4
5.653415042084934e-59,0.7569065826989421,0.434,0.442,4.0902457829484494e-55,0,Nfu-g-1-017359,NA,NA,NA,NA,NA,NA
1.2652411227125732e-56,0.6963947470495333,0.428,0.43,9.154019522825467e-53,0,ENSNFUG00015011590,,ENSNFUG00015011590,NA,ENSG00000285854,,novel transcript
1.2652411227125732e-56,0.6963947470495333,0.428,0.43,9.154019522825467e-53,0,ENSNFUG00015011590,,ENSNFUG00015011590,NA,ENSG00000111716,LDHB,lactate dehydrogenase B
4.63874095779543e-55,0.8544416179997069,0.306,0.269,3.3561290829649934e-51,0,Nfu-g-1-010950,NA,NA,NA,NA,NA,NA
6.062185376214752e-55,0.7721033133695405,0.266,0.214,4.3859911196913734e-51,0,dock8,dock8,ENSNFUG00015020906,dedicator of cytokinesis 8,ENSG00000107099,DOCK8,dedicator of cytokinesis 8
1.0145827585879686e-54,0.7255038868128589,0.443,0.461,7.340506258383953e-51,0,ATPV0E1,ATPV0E1,ENSNFUG00015008714,ATPase H+ transporting V0 subunit e1,ENSG00000113732,ATP6V0E1,ATPase H+ transporting V0 subunit e1
1.4941025058635267e-54,0.6730794912284279,0.387,0.361,1.0809831629922616e-50,0,COMMD3,COMMD3,ENSNFUG00015010557,COMM domain containing 3,ENSG00000148444,COMMD3,COMM domain containing 3
2.0065677381205144e-52,0.5913564491984835,0.578,0.717,1.4517517585301923e-48,0,UQCRB,UQCRB,ENSNFUG00015017341,cytochrome b-c1 complex subunit 7,ENSG00000156467,UQCRB,ubiquinol-cytochrome c reductase binding protein
1.6140653923367416e-49,0.6640287198799957,0.384,0.36,1.1677763113556325e-45,0,RPE,RPE,ENSNFUG00015008506,ribulose-5-phosphate-3-epimerase,ENSG00000235376,RPEL1,ribulose-5-phosphate-3-epimerase like 1
1.6140653923367416e-49,0.6640287198799957,0.384,0.36,1.1677763113556325e-45,0,RPE,RPE,ENSNFUG00015008506,ribulose-5-phosphate-3-epimerase,ENSG00000197713,RPE,ribulose-5-phosphate-3-epimerase
5.100647251641749e-47,0.7383330250746178,0.322,0.285,3.690318286562806e-43,0,ENSNFUG00015019575,,ENSNFUG00015019575,NA,,NA,NA
5.225072958864967e-46,0.732565691521365,0.466,0.528,3.7803402857388035e-42,0,SF3B14,SF3B14,ENSNFUG00015014561,splicing factor 3b subunit 6,ENSG00000115128,SF3B6,splicing factor 3b subunit 6
1.906543388337641e-44,0.7446847198438522,0.412,0.435,1.3793841414622833e-40,0,lamtor3,lamtor3,ENSNFUG00015017571,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",ENSG00000109270,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
4.1525824507267885e-43,0.7230139927418031,0.483,0.579,3.0043934031008314e-39,0,TCEB1A,TCEB1A,ENSNFUG00015013087,elongin C,ENSG00000154582,ELOC,elongin C
2.5297748659336285e-41,0.6286281684355256,0.26,0.213,1.8302921155029803e-37,0,capn2b,capn2b,ENSNFUG00015002591,"calpain 2, (m/II) large subunit b",ENSG00000162909,CAPN2,calpain 2
3.3975348753657722e-40,0.7168123322106912,0.367,0.365,2.458116482327136e-36,0,ostc,ostc,ENSNFUG00015010678,oligosaccharyltransferase complex non-catalytic subunit,ENSG00000198856,OSTC,oligosaccharyltransferase complex non-catalytic subunit
3.848308057521725e-40,0.7839572662275731,0.399,0.43,2.7842508796169678e-36,0,csnk1a1,csnk1a1,ENSNFUG00015014011,casein kinase 1 alpha 1,ENSG00000113712,CSNK1A1,casein kinase 1 alpha 1
1.4615367727815934e-39,0.5779037168871057,0.545,0.684,1.0574218551074829e-35,0,pomp,pomp,ENSNFUG00015004376,proteasome maturation protein,ENSG00000132963,POMP,proteasome maturation protein
2.918085477507881e-37,0.8250293623825237,0.281,0.256,2.1112348429769516e-33,0,cpne1,cpne1,ENSNFUG00015012394,copine-1-like,ENSG00000214078,CPNE1,copine 1
1.177775620696887e-35,0.79205715737068,0.353,0.361,8.521206615741978e-32,0,SNX1A,SNX1A,ENSNFUG00015013207,sorting nexin-1-like,ENSG00000028528,SNX1,sorting nexin 1
6.130412401843345e-35,0.5453991818487391,0.507,0.582,4.43535337273366e-31,0,ENSNFUG00015009387,,ENSNFUG00015009387,protein LYRIC-like,ENSG00000176909,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator
1.9345212716816374e-33,0.6990000399233083,0.463,0.544,1.3996261400616647e-29,0,OLA.5773,OLA.5773,ENSNFUG00015005600,protein phosphatase 2 catalytic subunit beta,ENSG00000104695,PPP2CB,protein phosphatase 2 catalytic subunit beta
2.2049757621480252e-32,0.5752770457440685,0.265,0.228,1.5952999639140963e-28,0,TCN2L,TCN2L,ENSNFUG00015023018,transcobalamin-2-like,ENSG00000185339,TCN2,transcobalamin 2
2.5512758550228307e-32,0.735851605766508,0.305,0.288,1.8458480811090181e-28,0,Nfu-g-1-013385,NA,NA,NA,NA,NA,NA
3.94920764843386e-31,0.790118966749789,0.446,0.537,2.8572517336418977e-27,0,si:dkey-188i13.10,si:dkey-188i13.10,ENSNFUG00015014155,si:dkey-188i13.10,,NA,NA
2.716123986430254e-28,0.728995156594774,0.267,0.249,1.9651157041822885e-24,0,MAPK13,MAPK13,ENSNFUG00015015554,mitogen-activated protein kinase 13-like,ENSG00000156711,MAPK13,mitogen-activated protein kinase 13
8.252478400532602e-27,0.5539198462520349,0.53,0.679,5.970668122785338e-23,0,EIF1AXB,EIF1AXB,ENSNFUG00015022210,"eukaryotic translation initiation factor 1A, X-chromosomal",ENSG00000173674,EIF1AX,eukaryotic translation initiation factor 1A X-linked
1.358914752733208e-25,0.6355262860885666,0.289,0.275,9.831748236024759e-22,0,WAS,WAS,ENSNFUG00015020695,WASP actin nucleation promoting factor,,NA,NA
2.726068740009429e-25,0.7642496891965634,0.331,0.35,1.972310733396822e-21,0,C1H19ORF53,C1H19ORF53,ENSNFUG00015001511,zgc:136864,ENSG00000104979,C19orf53,chromosome 19 open reading frame 53
2.7887902233807472e-24,0.8296064845957628,0.309,0.322,2.0176897266159707e-20,0,C3H22ORF32,C3H22ORF32,ENSNFUG00015018926,single-pass membrane protein with aspartate rich tail 1,ENSG00000183172,SMDT1,single-pass membrane protein with aspartate rich tail 1
1.1084003233848164e-23,0.6600830042258903,0.394,0.446,8.019276339689146e-20,0,ISCU,ISCU,ENSNFUG00015015707,iron-sulfur cluster assembly enzyme,ENSG00000136003,ISCU,iron-sulfur cluster assembly enzyme
1.1084003233848164e-23,0.6600830042258903,0.394,0.446,8.019276339689146e-20,0,ISCU,ISCU,ENSNFUG00015020818,iron-sulfur cluster assembly scaffold protein IscU-like,ENSG00000136003,ISCU,iron-sulfur cluster assembly enzyme
5.689373400141079e-23,0.6378873200087809,0.429,0.505,4.116261655002071e-19,0,VPS29,VPS29,ENSNFUG00015010997,VPS29 retromer complex component,ENSG00000111237,VPS29,VPS29 retromer complex component
2.278842229325162e-20,0.6323530539759947,0.344,0.368,1.6487423529167548e-16,0,prdx4,prdx4,ENSNFUG00015023747,peroxiredoxin 4,ENSG00000123131,PRDX4,peroxiredoxin 4
3.5912621384340635e-19,0.7061749077041518,0.286,0.294,2.598278157157045e-15,0,TXN2,TXN2,ENSNFUG00015001719,thioredoxin 2,ENSG00000100348,TXN2,thioredoxin 2
3.4640517210689226e-18,0.5070154024448474,0.274,0.261,2.5062414201933656e-14,0,RPS6KA1,RPS6KA1,ENSNFUG00015007972,ribosomal protein S6 kinase A1,ENSG00000117676,RPS6KA1,ribosomal protein S6 kinase A1
7.204450016874342e-18,0.7472849298032442,0.324,0.345,5.212419587208586e-14,0,ankrd11,ankrd11,ENSNFUG00015017283,ankyrin repeat domain 11,ENSG00000167522,ANKRD11,ankyrin repeat domain 11
5.824015489016451e-16,0.6999473739539834,0.409,0.506,4.213675206303402e-12,0,FIS1,FIS1,ENSNFUG00015000727,"fission, mitochondrial 1",ENSG00000214253,FIS1,"fission, mitochondrial 1"
1.645336578083901e-15,0.7230585347319992,0.279,0.287,1.1904010142437025e-11,0,MCL1B,MCL1B,ENSNFUG00015019428,induced myeloid leukemia cell differentiation protein Mcl-1 homolog,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member"
2.172098870241928e-12,0.6852737094653221,0.343,0.396,1.571513532620035e-8,0,C22H19ORF70,C22H19ORF70,ENSNFUG00015023564,mitochondrial contact site and cristae organizing system subunit 13,ENSG00000174917,MICOS13,mitochondrial contact site and cristae organizing system subunit 13
7.585613881566569e-12,0.5963787954629782,0.465,0.61,5.4881916433134124e-8,0,romo1,romo1,ENSNFUG00015014394,reactive oxygen species modulator 1,ENSG00000125995,ROMO1,reactive oxygen species modulator 1
1.4160434835179499e-11,0.7346130368666546,0.411,0.528,1.0245074603252367e-7,0,aldh9a1a.1,aldh9a1a.1,ENSNFUG00015009097,"aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 1",ENSG00000143149,ALDH9A1,aldehyde dehydrogenase 9 family member A1
6.63880852277235e-10,0.554812034969109,0.461,0.605,4.803177966225795e-6,0,NDUFB9,NDUFB9,ENSNFUG00015020501,"NADH:ubiquinone oxidoreductase subunit B9",ENSG00000147684,NDUFB9,"NADH:ubiquinone oxidoreductase subunit B9"
2.446872441768337e-9,0.5461246932002473,0.3,0.322,1.770312211619392e-5,0,CABZ01072585.1,CABZ01072585.1,ENSNFUG00015017515,pituitary tumor-transforming gene 1 protein-interacting protein-like,,NA,NA
5.411314965102968e-8,0.6051447006663124,0.307,0.344,3.9150863772519973e-4,0,AAMDC,AAMDC,ENSNFUG00015015062,adipogenesis associated Mth938 domain containing,ENSG00000087884,AAMDC,adipogenesis associated Mth938 domain containing
5.895683279011066e-8,0.5379956744139709,0.415,0.519,4.2655268523645066e-4,0,uqcr10,uqcr10,ENSNFUG00015008972,cytochrome b-c1 complex subunit 9,ENSG00000184076,UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
1.5187866116878282e-7,0.7098596932409459,0.271,0.303,0.0010988421135561437,0,CHMP5B,CHMP5B,ENSNFUG00015006435,charged multivesicular body protein 5,ENSG00000086065,CHMP5,charged multivesicular body protein 5
2.9119562200992687e-7,0.6155860911089421,0.364,0.447,0.0021068003252418207,0,tmem167a,tmem167a,ENSNFUG00015014079,transmembrane protein 167A,ENSG00000174695,TMEM167A,transmembrane protein 167A
5.283894692549289e-6,0.6179685392170787,0.264,0.294,0.038228978100594106,0,RNASEK-C17ORF49,RNASEK-C17ORF49,ENSNFUG00015005502,"chromosome sgr11 open reading frame, human C17orf49",ENSG00000258315,C17orf49,chromosome 17 open reading frame 49
5.283894692549289e-6,0.6179685392170787,0.264,0.294,0.038228978100594106,0,RNASEK-C17ORF49,RNASEK-C17ORF49,ENSNFUG00015005502,"chromosome sgr11 open reading frame, human C17orf49",ENSG00000161939,RNASEK-C17orf49,RNASEK-C17orf49 readthrough
1.408180226721446e-5,0.5958959872488374,0.432,0.591,0.10188183940329662,0,copz1,copz1,ENSNFUG00015017566,"coatomer protein complex, subunit zeta 1",ENSG00000111481,COPZ1,COPI coat complex subunit zeta 1
6.596089979631287e-5,0.5361601272612726,0.335,0.391,0.4772271100263236,0,DYNLL1,DYNLL1,ENSNFUG00015015440,"dynein light chain 2, cytoplasmic-like",ENSG00000088986,DYNLL1,dynein light chain LC8-type 1
9.723259505800024e-5,0.5268510086568109,0.215,0.289,0.7034778252446318,0,C3H19ORF43,C3H19ORF43,ENSNFUG00015001354,telomerase RNA component interacting RNase,ENSG00000123144,TRIR,telomerase RNA component interacting RNase
1.1935381576332396e-4,0.6857875173129624,0.313,0.381,0.8635248570476489,0,WDR83OS,WDR83OS,ENSNFUG00015003001,WD repeat domain 83 opposite strand,ENSG00000105583,WDR83OS,WD repeat domain 83 opposite strand
1.2780171085412906e-4,0.5335862425676138,0.236,0.322,0.9246453780296238,0,SCOC,SCOC,ENSNFUG00015009965,short coiled-coil protein,ENSG00000153130,SCOC,short coiled-coil protein
